JURISDICTION_CODE,NAME,YEAR,RESIDENTIAL,OPENSPACE,COMMERCIAL,INDUSTRIAL,PERSONALPROP,TOTAL,RO,CIP
136,Holliston,2006,"25,283,329",0,"751,825","1,463,466","414,587","27,913,207",90.58,9.42
136,Holliston,2007,"26,580,753",0,"778,271","1,576,024","421,719","29,356,767",90.54,9.46
136,Holliston,2008,"27,705,620",0,"875,651","1,728,043","478,468","30,787,782",89.99,10.01
137,Holyoke,2003,"14,650,666",0,"15,607,635","3,414,387","1,063,542","34,736,230",42.18,57.82
137,Holyoke,2004,"15,355,304",0,"15,787,388","3,974,934","1,216,140","36,333,766",42.26,57.74
137,Holyoke,2005,"17,180,897",0,"15,552,298","3,999,765","1,140,282","37,873,242",45.36,54.64
137,Holyoke,2006,"18,387,529",0,"15,876,611","3,862,349","1,172,856","39,299,345",46.79,53.21
137,Holyoke,2007,"20,470,727",0,"15,730,494","3,708,730","1,227,518","41,137,469",49.76,50.24
137,Holyoke,2008,"21,758,087",0,"15,927,215","3,777,406","1,225,726","42,688,434",50.97,49.03
138,Hopedale,2003,"5,796,403",0,"518,931","288,424","141,385","6,745,143",85.93,14.07
138,Hopedale,2004,"6,158,475",0,"567,018","282,719","166,389","7,174,601",85.84,14.16
138,Hopedale,2005,"6,761,322",0,"627,147","301,327","183,082","7,872,878",85.88,14.12
138,Hopedale,2006,"7,108,716",0,"623,199","420,802","151,479","8,304,196",85.60,14.40
138,Hopedale,2007,"7,525,139",0,"655,433","534,658","161,179","8,876,409",84.78,15.22
138,Hopedale,2008,"8,002,919",0,"724,116","587,715","184,707","9,499,457",84.25,15.75
139,Hopkinton,2003,"23,363,957","3,050","860,125","3,913,770","703,975","28,844,877",81.01,18.99
139,Hopkinton,2004,"26,236,110","5,984","819,305","3,732,488","721,240","31,515,127",83.27,16.73
139,Hopkinton,2005,"27,879,566","5,863","813,881","3,559,793","734,242","32,993,345",84.52,15.48
139,Hopkinton,2006,"30,312,589","6,110","879,754","3,675,279","823,205","35,696,937",84.93,15.07
139,Hopkinton,2007,"33,576,361","5,706","1,101,276","3,942,761","898,590","39,524,694",84.96,15.04
139,Hopkinton,2008,"35,113,486","6,004","1,205,652","4,328,236","991,518","41,644,896",84.33,15.67
140,Hubbardston,2003,"3,222,435",0,"91,176","32,966","62,528","3,409,105",94.52,5.48
140,Hubbardston,2004,"3,606,119",0,"82,504","25,967","55,841","3,770,431",95.64,4.36
140,Hubbardston,2005,"4,053,911",0,"87,444","26,034","52,572","4,219,961",96.07,3.93
140,Hubbardston,2006,"4,245,415",0,"86,602","48,674","75,399","4,456,090",95.27,4.73
140,Hubbardston,2007,"4,527,856",0,"91,410","53,007","62,603","4,734,876",95.63,4.37
140,Hubbardston,2008,"4,596,617",0,"140,817","58,520","70,877","4,866,831",94.45,5.55
141,Hudson,2003,"14,700,758",0,"2,762,555","4,325,252","449,851","22,238,416",66.11,33.89
141,Hudson,2004,"16,203,018",0,"2,979,348","4,636,014","605,192","24,423,572",66.34,33.66
141,Hudson,2005,"18,051,934",0,"3,269,858","5,053,479","673,492","27,048,763",66.74,33.26
141,Hudson,2006,"20,266,103",0,"3,292,869","4,785,066","694,528","29,038,566",69.79,30.21
141,Hudson,2007,"21,078,607",0,"3,496,664","4,864,534","626,825","30,066,630",70.11,29.89
141,Hudson,2008,"22,254,092",0,"3,657,105","5,026,049","635,274","31,572,520",70.49,29.51
142,Hull,2003,"15,879,189",0,"560,515",0,"173,550","16,613,254",95.58,4.42
142,Hull,2004,"16,787,811",0,"550,812",0,"189,475","17,528,098",95.78,4.22
142,Hull,2005,"17,696,882",0,"544,907",0,"174,649","18,416,438",96.09,3.91
142,Hull,2006,"18,585,986",0,"555,722",0,"163,393","19,305,101",96.28,3.72
142,Hull,2007,"19,768,590",0,"567,022",0,"173,156","20,508,768",96.39,3.61
142,Hull,2008,"20,254,725",0,"580,370",0,"190,360","21,025,455",96.33,3.67
143,Huntington,2003,"1,683,781",0,"63,549","16,126","53,357","1,816,813",92.68,7.32
143,Huntington,2004,"1,816,411",0,"62,322","18,776","53,603","1,951,112",93.10,6.90
143,Huntington,2005,"1,867,072",0,"60,114","19,188","47,652","1,994,026",93.63,6.37
143,Huntington,2006,"2,045,993",0,"64,364","19,234","41,953","2,171,544",94.22,5.78
143,Huntington,2007,"2,199,425",0,"63,292","19,573","38,709","2,320,999",94.76,5.24
143,Huntington,2008,"2,432,202",0,"68,762","21,624","42,073","2,564,661",94.84,5.16
144,Ipswich,2003,"17,786,152",0,"890,660","489,346","171,167","19,337,325",91.98,8.02
144,Ipswich,2004,"18,553,119",0,"907,959","522,751","150,049","20,133,878",92.15,7.85
144,Ipswich,2005,"19,205,070",0,"886,855","824,632","142,026","21,058,583",91.20,8.80
144,Ipswich,2006,"20,248,093",0,"893,447","1,190,338","139,692","22,471,570",90.11,9.89
144,Ipswich,2007,"21,199,793",0,"992,678","1,174,797","125,316","23,492,584",90.24,9.76
144,Ipswich,2008,"22,330,142",0,"1,122,666","1,248,884","165,490","24,867,182",89.80,10.20
145,Kingston,2003,"12,555,996",0,"2,207,601","211,188","290,969","15,265,754",82.25,17.75
145,Kingston,2004,"13,922,405",0,"2,288,133","106,390","255,925","16,572,853",84.01,15.99
145,Kingston,2005,"15,308,757",0,"2,458,945","118,520","282,806","18,169,028",84.26,15.74
145,Kingston,2006,"16,331,115",0,"2,468,574","131,309","276,409","19,207,407",85.03,14.97
145,Kingston,2007,"17,649,927",0,"2,656,114","151,200","302,596","20,759,837",85.02,14.98
145,Kingston,2008,"19,527,370",0,"3,081,032","174,225","416,712","23,199,339",84.17,15.83
146,Lakeville,2003,"9,186,289",0,"865,581","709,567","141,894","10,903,331",84.25,15.75
146,Lakeville,2004,"10,184,714",0,"1,013,923","795,336","172,996","12,166,969",83.71,16.29
146,Lakeville,2005,"11,121,925",0,"849,274","689,986","172,114","12,833,299",86.66,13.34
146,Lakeville,2006,"11,878,842",0,"808,839","674,763","152,021","13,514,465",87.90,12.10
146,Lakeville,2007,"12,212,207",0,"869,851","707,725","158,415","13,948,198",87.55,12.45
146,Lakeville,2008,"12,616,418",0,"1,081,147","721,419","173,179","14,592,163",86.46,13.54
147,Lancaster,2003,"6,989,652","36,768","456,309","335,323","229,301","8,047,353",87.31,12.69
147,Lancaster,2004,"8,163,052","36,949","506,670","417,344","250,683","9,374,698",87.47,12.53
147,Lancaster,2005,"8,872,866","36,020","514,688","323,574","206,298","9,953,446",89.51,10.49
147,Lancaster,2006,"9,767,396","35,635","608,902","317,713","198,743","10,928,389",89.70,10.30
147,Lancaster,2007,"10,450,258","36,537","594,529","310,756","212,043","11,604,123",90.37,9.63
147,Lancaster,2008,"10,853,739",0,"694,430","359,894","216,610","12,124,673",89.52,10.48
148,Lanesborough,2003,"3,439,830",0,"1,332,302","61,289","121,856","4,955,277",69.42,30.58
148,Lanesborough,2004,"3,790,150",0,"1,283,561","65,617","147,068","5,286,396",71.70,28.30
148,Lanesborough,2005,"4,066,745",0,"1,140,521","63,493","151,748","5,422,507",75,25
148,Lanesborough,2006,"4,294,679",0,"1,170,399","65,295","138,717","5,669,090",75.76,24.24
148,Lanesborough,2007,"4,593,468",0,"1,175,696","65,804","154,006","5,988,974",76.70,23.30
148,Lanesborough,2008,"4,799,564",0,"1,235,870","67,269","144,546","6,247,249",76.83,23.17
149,Lawrence,2003,"19,939,225",0,"5,699,857","3,564,536","2,572,485","31,776,103",62.75,37.25
149,Lawrence,2004,"20,007,245",0,"5,751,273","3,642,088","2,645,729","32,046,335",62.43,37.57
149,Lawrence,2005,"23,359,801",0,"5,501,885","3,357,039","2,108,918","34,327,643",68.05,31.95
149,Lawrence,2006,"25,211,262",0,"5,758,850","3,269,394","1,944,306","36,183,812",69.68,30.32
149,Lawrence,2007,"27,919,967",0,"5,766,394","3,399,618","1,929,495","39,015,474",71.56,28.44
149,Lawrence,2008,"30,573,861",0,"6,096,783","3,806,424","2,397,084","42,874,152",71.31,28.69
150,Lee,2003,"5,422,381",0,"2,220,115","608,427","405,345","8,656,268",62.64,37.36
150,Lee,2004,"5,726,589",0,"2,081,333","620,901","440,962","8,869,785",64.56,35.44
150,Lee,2005,"6,258,118",0,"1,929,241","605,422","383,196","9,175,977",68.20,31.80
150,Lee,2006,"6,499,707",0,"1,873,682","641,330","376,339","9,391,058",69.21,30.79
150,Lee,2007,"6,709,811",0,"1,900,165","654,331","418,292","9,682,599",69.30,30.70
150,Lee,2008,"7,226,367",0,"1,850,933","624,410","488,332","10,190,042",70.92,29.08
151,Leicester,2003,"6,790,986",0,"358,694","201,592","172,842","7,524,114",90.26,9.74
151,Leicester,2004,"7,183,090",0,"377,152","216,249","175,518","7,952,009",90.33,9.67
151,Leicester,2005,"8,067,124",0,"351,165","198,113","130,617","8,747,019",92.23,7.77
151,Leicester,2006,"8,904,180",0,"357,297","188,614","130,042","9,580,133",92.94,7.06
151,Leicester,2007,"9,336,075",0,"412,594","181,766","115,116","10,045,551",92.94,7.06
151,Leicester,2008,"9,682,037",0,"542,689","197,604","128,223","10,550,553",91.77,8.23
152,Lenox,2003,"6,191,249",0,"1,805,229","108,083","292,666","8,397,227",73.73,26.27
152,Lenox,2004,"6,805,661",0,"1,836,846","113,842","294,895","9,051,244",75.19,24.81
152,Lenox,2005,"7,265,695",0,"1,941,795","116,957","307,117","9,631,564",75.44,24.56
152,Lenox,2006,"7,716,991",0,"1,956,461","123,467","310,046","10,106,965",76.35,23.65
152,Lenox,2007,"8,263,664",0,"2,092,242","141,690","322,346","10,819,942",76.37,23.63
152,Lenox,2008,"8,928,254",0,"2,122,771","99,991","341,098","11,492,114",77.69,22.31
153,Leominster,2003,"26,451,612","12,327","3,647,987","2,515,233","665,162","33,292,321",79.49,20.51
153,Leominster,2004,"29,141,764","12,068","3,821,071","2,479,845","725,475","36,180,223",80.58,19.42
153,Leominster,2005,"31,571,732","10,738","3,641,103","2,386,695","677,332","38,287,600",82.49,17.51
153,Leominster,2006,"32,818,082","7,597","4,345,626","2,610,213","746,104","40,527,622",81,19
153,Leominster,2007,"34,446,201","8,650","4,612,283","2,631,710","746,002","42,444,846",81.18,18.82
153,Leominster,2008,"35,744,631","8,174","5,016,937","2,710,667","888,207","44,368,616",80.58,19.42
154,Leverett,2003,"2,928,126",0,"34,739","10,445","69,889","3,043,199",96.22,3.78
154,Leverett,2004,"3,019,133",0,"33,380","10,594","71,936","3,135,043",96.30,3.70
154,Leverett,2005,"3,158,262",0,"29,463","10,291","62,736","3,260,752",96.86,3.14
154,Leverett,2006,"3,229,216",0,"25,492","10,020","50,164","3,314,892",97.42,2.58
154,Leverett,2007,"3,512,893",0,"27,788","10,725","50,642","3,602,048",97.52,2.48
154,Leverett,2008,"3,695,094",0,"29,000","11,133","52,865","3,788,092",97.54,2.46
155,Lexington,2003,"56,788,165",0,"14,158,263","2,685,603","2,163,888","75,795,919",74.92,25.08
155,Lexington,2004,"63,012,732",0,"13,820,678","2,679,033","2,596,598","82,109,041",76.74,23.26
155,Lexington,2005,"71,162,480",0,"14,723,720","2,702,713","2,567,510","91,156,423",78.07,21.93
155,Lexington,2006,"75,806,588",0,"13,629,890","2,566,585","2,737,597","94,740,660",80.01,19.99
155,Lexington,2007,"80,914,047",0,"14,591,656","2,687,329","2,881,758","101,074,790",80.05,19.95
155,Lexington,2008,"86,952,013",0,"16,086,595","3,613,736","3,554,315","110,206,659",78.90,21.10
156,Leyden,2003,"1,003,594",0,"40,881",0,"43,241","1,087,716",92.27,7.73
156,Leyden,2004,"1,010,989",0,"42,118",0,"40,150","1,093,257",92.47,7.53
156,Leyden,2005,"1,111,042",0,"23,818",0,"32,818","1,167,678",95.15,4.85
156,Leyden,2006,"1,223,949",0,"23,525",0,"34,843","1,282,317",95.45,4.55
156,Leyden,2007,"1,261,259",0,"23,660","4,249","31,490","1,320,658",95.50,4.50
156,Leyden,2008,"1,310,555",0,"22,873","4,063","37,503","1,374,994",95.31,4.69
157,Lincoln,2003,"15,091,427",0,"384,282","11,674","143,548","15,630,931",96.55,3.45
157,Lincoln,2004,"16,257,277",0,"392,825","18,645","154,682","16,823,429",96.63,3.37
157,Lincoln,2005,"16,827,429",0,"472,545","23,050","190,528","17,513,552",96.08,3.92
157,Lincoln,2006,"18,099,792",0,"512,293","41,113","206,453","18,859,651",95.97,4.03
157,Lincoln,2007,"18,843,965",0,"512,626","36,924","233,052","19,626,567",96.01,3.99
157,Lincoln,2008,"19,021,180",0,"495,236","34,419","278,355","19,829,190",95.93,4.07
158,Littleton,2003,"9,707,593",0,"992,148","3,167,763","729,297","14,596,801",66.50,33.50
158,Littleton,2004,"11,667,470",0,"1,038,449","3,240,889","452,669","16,399,477",71.15,28.85
158,Littleton,2005,"12,343,338",0,"1,054,336","3,139,133","411,591","16,948,398",72.83,27.17
158,Littleton,2006,"14,001,739",0,"1,129,283","3,336,031","464,364","18,931,417",73.96,26.04
158,Littleton,2007,"15,442,118",0,"1,308,941","3,202,657","442,275","20,395,991",75.71,24.29
158,Littleton,2008,"15,969,676",0,"1,394,571","3,285,228","453,843","21,103,318",75.67,24.33
159,Longmeadow,2003,"27,595,487",0,"905,214","40,692","408,060","28,949,453",95.32,4.68
159,Longmeadow,2004,"28,918,947",0,"916,953","42,633","478,368","30,356,901",95.26,4.74
159,Longmeadow,2005,"29,974,357",0,"844,680","39,397","423,421","31,281,855",95.82,4.18
159,Longmeadow,2006,"30,925,742",0,"859,751","46,764","381,014","32,213,271",96,4
159,Longmeadow,2007,"31,467,621",0,"877,812","43,486","387,775","32,776,694",96.01,3.99
159,Longmeadow,2008,"34,479,437",0,"962,470","47,970","466,510","35,956,387",95.89,4.11
160,Lowell,2003,"44,213,627",0,"10,594,170","6,673,027","2,698,859","64,179,683",68.89,31.11
160,Lowell,2004,"45,077,613",0,"10,744,919","6,749,306","2,814,294","65,386,132",68.94,31.06
160,Lowell,2005,"53,979,232",0,"8,932,502","6,190,171","1,740,915","70,842,820",76.20,23.80
160,Lowell,2006,"59,432,581",0,"9,396,479","6,384,477","2,066,543","77,280,080",76.91,23.09
160,Lowell,2007,"65,690,730",0,"10,469,890","6,922,399","2,457,643","85,540,662",76.79,23.21
160,Lowell,2008,"67,722,639",0,"11,898,836","8,362,956","2,871,880","90,856,311",74.54,25.46
161,Ludlow,2003,"16,669,595",0,"1,694,980","805,898","866,601","20,037,074",83.19,16.81
161,Ludlow,2004,"17,727,464",0,"1,838,598","809,006","906,393","21,281,461",83.30,16.70
161,Ludlow,2005,"18,629,650",0,"1,596,557","698,279","737,468","21,661,954",86,14
161,Ludlow,2006,"20,068,159",0,"1,644,908","717,940","739,441","23,170,448",86.61,13.39
161,Ludlow,2007,"20,587,768",0,"1,659,505","726,302","725,996","23,699,571",86.87,13.13
161,Ludlow,2008,"21,589,435",0,"1,757,590","716,429","779,938","24,843,392",86.90,13.10
162,Lunenburg,2003,"11,037,755","1,773","688,985","209,871","194,828","12,133,212",90.99,9.01
162,Lunenburg,2004,"12,901,697","1,982","777,545","232,502","233,667","14,147,393",91.21,8.79
162,Lunenburg,2005,"13,537,621","2,205","746,278","229,875","211,679","14,727,658",91.93,8.07
162,Lunenburg,2006,"14,546,461",0,"771,437","237,086","211,366","15,766,350",92.26,7.74
162,Lunenburg,2007,"14,397,525",397,"754,858","230,761","215,007","15,598,548",92.30,7.70
162,Lunenburg,2008,"14,895,843",0,"787,837","257,139","235,457","16,176,276",92.08,7.92
163,Lynn,2003,"54,076,178",0,"8,522,391","3,494,784","2,489,188","68,582,541",78.85,21.15
163,Lynn,2004,"56,151,265",0,"8,897,818","3,474,749","2,687,389","71,211,221",78.85,21.15
163,Lynn,2005,"56,501,157",0,"9,560,049","3,391,168","2,204,252","71,656,626",78.85,21.15
163,Lynn,2006,"59,882,814",0,"9,791,205","3,269,850","2,898,713","75,842,582",78.96,21.04
163,Lynn,2007,"64,934,475",0,"10,403,722","3,374,348","2,942,364","81,654,909",79.52,20.48
163,Lynn,2008,"67,911,448",0,"11,358,779","3,433,377","3,599,294","86,302,898",78.69,21.31
164,Lynnfield,2003,"18,866,025",0,"1,393,272","200,058","147,569","20,606,924",91.55,8.45
164,Lynnfield,2004,"19,387,230",0,"1,442,309","205,555","166,261","21,201,355",91.44,8.56
164,Lynnfield,2005,"21,029,829",0,"1,487,763","203,481","145,628","22,866,701",91.97,8.03
164,Lynnfield,2006,"21,676,680",0,"1,519,980","206,917","153,578","23,557,155",92.02,7.98
164,Lynnfield,2007,"22,382,876",0,"1,539,349","210,004","186,685","24,318,914",92.04,7.96
164,Lynnfield,2008,"23,190,626",0,"1,735,194","215,608","198,081","25,339,509",91.52,8.48
165,Malden,2003,"34,787,959",0,"6,455,429","2,958,248","1,875,839","46,077,475",75.50,24.50
165,Malden,2004,"37,352,134",0,"6,574,844","3,096,651","1,283,706","48,307,335",77.32,22.68
165,Malden,2005,"39,270,684",0,"6,794,415","3,061,898","1,231,061","50,358,058",77.98,22.02
165,Malden,2006,"41,463,306",0,"6,948,009","2,985,233","1,241,429","52,637,977",78.77,21.23
165,Malden,2007,"43,435,985",0,"7,296,952","3,135,537","1,273,554","55,142,028",78.77,21.23
165,Malden,2008,"45,708,302",0,"7,266,608","3,122,918","1,381,709","57,479,537",79.52,20.48
166,Manchester By The Sea,2003,"11,893,530",0,"592,170","40,963","156,626","12,683,289",93.77,6.23
166,Manchester By The Sea,2004,"12,530,724",0,"615,802","41,803","138,900","13,327,229",94.02,5.98
166,Manchester By The Sea,2005,"13,662,236",0,"640,987","44,781","144,623","14,492,627",94.27,5.73
166,Manchester By The Sea,2006,"13,999,998",0,"635,609","42,912","186,962","14,865,481",94.18,5.82
166,Manchester By The Sea,2007,"14,721,905",0,"651,876","44,196","192,100","15,610,077",94.31,5.69
166,Manchester By The Sea,2008,"15,293,365",0,"666,922","47,756","204,248","16,212,291",94.33,5.67
167,Mansfield,2003,"25,134,130",0,"1,857,905","5,205,428","902,970","33,100,433",75.93,24.07
167,Mansfield,2004,"25,926,825",0,"1,906,142","5,391,251","1,344,419","34,568,637",75,25
167,Mansfield,2005,"28,634,787",0,"2,117,901","4,908,041","828,338","36,489,067",78.47,21.53
167,Mansfield,2006,"29,780,893",0,"2,219,592","4,964,264","1,011,824","37,976,573",78.42,21.58
167,Mansfield,2007,"30,529,720",0,"2,355,420","5,102,817","1,294,289","39,282,246",77.72,22.28
167,Mansfield,2008,"31,601,205",0,"2,868,861","5,362,275","1,344,226","41,176,567",76.75,23.25
168,Marblehead,2003,"32,852,264",0,"1,308,935","155,002","181,101","34,497,302",95.23,4.77
168,Marblehead,2004,"36,145,616",0,"1,377,882","150,824","195,738","37,870,060",95.45,4.55
168,Marblehead,2005,"37,965,463",0,"1,445,934","160,166","298,810","39,870,373",95.22,4.78
168,Marblehead,2006,"42,211,874",0,"1,556,121","148,336","283,296","44,199,627",95.50,4.50
168,Marblehead,2007,"43,294,709",0,"1,632,838","145,274","274,896","45,347,717",95.47,4.53
168,Marblehead,2008,"44,620,580",0,"1,714,641","154,905","285,194","46,775,320",95.39,4.61
169,Marion,2003,"10,237,953",0,"511,771","153,182","160,023","11,062,929",92.54,7.46
169,Marion,2004,"10,808,298",0,"543,279","158,961","171,199","11,681,737",92.52,7.48
169,Marion,2005,"11,159,469",0,"483,185","137,145","145,414","11,925,213",93.58,6.42
169,Marion,2006,"11,401,204",0,"536,540","117,666","109,358","12,164,768",93.72,6.28
169,Marion,2007,"12,555,750",0,"567,898","126,890","121,001","13,371,539",93.90,6.10
169,Marion,2008,"12,532,174",0,"580,732","129,422","142,692","13,385,020",93.63,6.37
170,Marlborough,2003,"32,180,472","5,606","16,637,221","9,305,873","2,827,123","60,956,295",52.80,47.20
170,Marlborough,2004,"34,816,396","8,637","16,987,087","9,030,496","3,622,468","64,465,084",54.02,45.98
170,Marlborough,2005,"39,210,497","5,554","19,575,581","10,137,595","3,224,006","72,153,233",54.35,45.65
170,Marlborough,2006,"40,262,394","5,848","18,316,583","10,326,822","3,269,913","72,181,560",55.79,44.21
170,Marlborough,2007,"43,012,735","6,087","20,407,280","11,628,679","3,964,157","79,018,938",54.44,45.56
170,Marlborough,2008,"43,653,076","6,223","19,816,480","11,606,566","4,670,752","79,753,097",54.74,45.26
171,Marshfield,2003,"30,768,244",0,"1,459,529","283,607","361,086","32,872,466",93.60,6.40
171,Marshfield,2004,"32,055,044",0,"1,630,304","285,435","346,025","34,316,808",93.41,6.59
171,Marshfield,2005,"33,573,074",0,"1,571,532","266,091","318,471","35,729,168",93.97,6.03
171,Marshfield,2006,"35,094,202",0,"1,718,759","294,924","302,328","37,410,213",93.81,6.19
171,Marshfield,2007,"36,688,025",0,"1,672,633","297,615","300,859","38,959,132",94.17,5.83
171,Marshfield,2008,"39,996,775",0,"1,947,425","380,384","396,096","42,720,680",93.62,6.38
